func_name,noise_std,rep,oracle_family,oracle_r2,dc_family,dc_r2,dc_regret,dc_correct,dc_time_ms,aic_family,aic_r2,aic_regret,aic_correct,aic_time_ms,bic_family,bic_r2,bic_regret,bic_correct,bic_time_ms,cv5_family,cv5_r2,cv5_regret,cv5_correct,cv5_time_ms,cv10_family,cv10_r2,cv10_regret,cv10_correct,cv10_time_ms
linear,0.2,2,linear,0.8932371833594681,linear,0.8932371833594681,0.0,True,6.770299994968809,poly,0.8844892950621837,0.008747888297284456,False,1.444699999410659,linear,0.8932371833594681,0.0,True,2.5357000122312456,poly,0.8869254686832313,0.006311714676236813,False,84.3107999971835,poly,0.8869254686832313,0.006311714676236813,False,165.13290000148118
linear,0.2,3,poly2,0.9335545545754328,linear,0.9335312685573505,2.3286018082324667e-05,False,6.870600002002902,poly,0.9260939529932912,0.007460601582141568,False,1.4712999982293695,linear,0.9335312685573505,2.3286018082324667e-05,False,1.2866000033682212,poly,0.9185995468324042,0.014955007743028603,False,70.55390000459738,poly,0.9185995468324042,0.014955007743028603,False,146.980599995004
linear,0.2,4,linear,0.8961125051084644,linear,0.8961125051084644,0.0,True,6.870800003525801,linear,0.8961125051084644,0.0,True,1.573599991388619,linear,0.8961125051084644,0.0,True,1.2893999955849722,linear,0.8961125051084644,0.0,True,76.61729998653755,linear,0.8961125051084644,0.0,True,143.54200000525452
linear,0.2,5,linear,0.878265533396341,linear,0.878265533396341,0.0,True,6.798499991418794,poly,0.8676716092412402,0.010593924155100742,False,1.5513000107603148,linear,0.878265533396341,0.0,True,1.298899995163083,poly,0.8698143108955162,0.008451222500824751,False,69.2943999893032,poly,0.8698143108955162,0.008451222500824751,False,164.8332000040682
linear,0.2,6,linear,0.7654798241407712,linear,0.7654798241407712,0.0,True,6.8752999941352755,linear,0.7654798241407712,0.0,True,1.475100012612529,linear,0.7654798241407712,0.0,True,1.6974000027403235,poly,0.7639589288602974,0.001520895280473833,False,71.68919999094214,poly,0.7639589288602974,0.001520895280473833,False,155.942800003686
linear,0.2,7,linear,0.8834735001407458,linear,0.8834735001407458,0.0,True,7.076599998981692,linear,0.8834735001407458,0.0,True,1.6535000031581149,linear,0.8834735001407458,0.0,True,1.4038999943295494,poly,0.88077691255528,0.0026965875854657595,False,75.36930000060238,poly,0.88077691255528,0.0026965875854657595,False,163.79560000495985
linear,0.2,8,poly2,0.9110687355337597,linear,0.9101694402800791,0.0008992952536805987,False,8.780800009844825,linear,0.9101694402800791,0.0008992952536805987,False,2.204800010076724,linear,0.9101694402800791,0.0008992952536805987,False,1.7188000056194142,linear,0.9101694402800791,0.0008992952536805987,False,83.29439999943133,linear,0.9101694402800791,0.0008992952536805987,False,175.6621999957133
linear,0.2,9,poly5,0.8716391649060664,linear,0.8636070304960597,0.00803213441000672,False,9.327699997811578,linear,0.8636070304960597,0.00803213441000672,False,2.0451000018510967,linear,0.8636070304960597,0.00803213441000672,False,1.7133999936049804,linear,0.8636070304960597,0.00803213441000672,False,82.38960000744555,linear,0.8636070304960597,0.00803213441000672,False,148.38569999847095
linear,0.2,10,poly2,0.9212899899253171,linear,0.9194076884223225,0.001882301502994621,False,13.997899994137697,poly,0.9210415101928512,0.0002484797324658894,False,2.3265000054379925,linear,0.9194076884223225,0.001882301502994621,False,1.8545000057201833,poly,0.9212899899253171,0.0,False,82.03449999564327,poly,0.9212899899253171,0.0,False,179.46800000208896
linear,0.2,11,poly5,0.8691586090164848,linear,0.8661241464977842,0.0030344625187005425,False,9.462799993343651,poly,0.8691586090164848,0.0,False,2.3176999966381118,linear,0.8661241464977842,0.0030344625187005425,False,2.151699998648837,linear,0.8661241464977842,0.0030344625187005425,False,81.15490000636782,linear,0.8661241464977842,0.0030344625187005425,False,169.10110000753775
