func_name,degree,deltaC,gap,R2_train,R2_test
linear,2,0.004584981038101343,0.008318531423223918,0.9755251984127827,0.9672066669895588
linear,3,0.0201374299966659,0.007290416063940541,0.9757164548843814,0.9684260388204409
linear,4,0.02252410810513439,0.007435910994483597,0.9757358819329566,0.968299970938473
linear,5,0.09649457966812847,0.0075027774444411666,0.9759027117900891,0.968399934345648
linear,6,2.838483080119417,0.0076090796822110285,0.9760232499951382,0.9684141703129272
linear,7,6.9582195040340675,0.007546194404204898,0.9760256711334613,0.9684794767292564
linear,8,10.278217084140813,0.006289070129137597,0.976248849370154,0.9699597792410164
linear,9,-57.88887277543716,0.007543176280671249,0.9764885839236646,0.9689454076429933
linear,10,551.3681384282465,0.007418182357554759,0.9764930735480186,0.9690748911904639
linear,11,10001.543520940733,0.007433739763256675,0.9765049474702022,0.9690712077069455
linear,12,80691.25067932272,0.00729874785985174,0.9765157707551183,0.9692170228952666
linear,13,831484.3864744061,0.008257155106703662,0.976598857679064,0.9683417025723603
linear,14,4318216.602124158,0.008124701372134835,0.9766105091556239,0.968485807783489
linear,15,20579193.952822056,0.008149668131417376,0.9766310608742717,0.9684813927428543
linear,1,0.00781552559260068,-0.005583224585869684,0.9705876197797433,0.976170844365613
linear,2,0.008401904254730308,-0.005657785546397953,0.970751612899564,0.976409398445962
linear,3,0.02179652579274194,-0.0053886579417019576,0.9707605600118567,0.9761492179535587
linear,4,0.04997895634780658,-0.0053297412728159355,0.9707628703204337,0.9760926115932497
linear,5,0.341410558656599,-0.005158395087363488,0.97079355857748,0.9759519536648434
linear,6,0.9562177580597382,-0.005366123642654541,0.9710553058159034,0.9764214294585579
linear,7,8.206237197688404,-0.004704861800776894,0.9712138719776758,0.9759187337784527
linear,8,67.8314605711534,-0.0048748020527028535,0.971251281352297,0.9761260834049998
linear,9,237.60511789379257,-0.004901638817099707,0.971252121824782,0.9761537606418818
linear,10,3796.6858694231264,-0.00462108967174224,0.9712771561835492,0.9758982458552914
linear,11,19476.016034508426,-0.004655471784836274,0.9712799150731739,0.9759353868580102
linear,12,183941.2176698481,-0.004979619632439647,0.9712977247196717,0.9762773443521113
linear,13,302483.71284495667,-0.004256118948347765,0.9714918433490168,0.9757479622973646
linear,14,1973101.2496098408,-0.00425332922591215,0.9714918612731321,0.9757451904990443
linear,15,3891269.811135956,-0.0049083610059373894,0.9720780249260634,0.9769863859320008
linear,1,0.007246860777810449,0.006763979490008509,0.974185920195324,0.9674219407053155
linear,2,0.00850046817858452,0.006650561846576308,0.974318611230695,0.9676680493841187
linear,3,0.008760408690011268,0.007271341320603364,0.9744092703307008,0.9671379290100974
linear,4,0.035631308678654605,0.0056397335212713395,0.9749669579482524,0.969327224426981
linear,5,0.08692532754156712,0.005637064610212406,0.9749775158665025,0.9693404512562901
linear,6,2.3589725963224843,0.005677934660827555,0.9751194302704764,0.9694414956096489
linear,7,-4.299372182457192,0.006527268880458292,0.975900429002648,0.9693731601221897
linear,8,22.58018491004826,0.0064356779157379584,0.9759020246529494,0.9694663467372114
linear,9,100.84874005480481,0.006654392562062239,0.9759758009861901,0.9693214084241278
linear,10,222.07057696196796,0.008626242530522799,0.9767296593050325,0.9681034167745097
linear,11,24192.348164261344,0.008512964254986266,0.9768326494568977,0.9683196852019115
linear,12,39880.58799157091,0.00958796239438553,0.9771522503375637,0.9675642879431782
